7.73946,6.45336,8.06621,A
6.37922,9.06165,9.00278,A
6.39757,7.97498,6.07553,A
5.01255,8.21979,8.39099,A
7.11923,7.41241,7.54738,A
7.23833,7.70539,7.26596,A
6.8625,7.90476,8.72384,A
6.92222,6.26219,8.44649,A
7.1726,6.4006,7.88306,A
7.0641,6.82968,8.4587,A
6.5758,7.84776,8.44081,A
5.02273,8.07548,7.92359,A
6.38631,8.08802,6.53004,A
6.7886,8.01327,8.33247,A
7.16437,6.65145,6.72686,A
6.70753,8.27376,9.34117,A
6.26268,5.97117,9.00096,A
6.88011,7.71852,8.63224,A
5.89232,8.08033,8.92489,A
6.46497,7.0073,9.73316,A
6.37874,7.86582,8.27537,A
6.73218,7.48292,9.70489,A
5.94247,7.54475,7.36564,A
6.38591,5.75129,7.3625,A
6.46749,6.61894,6.07109,A
7.37765,8.09272,7.4516,A
6.26216,10.2809,8.40231,A
6.28021,6.92782,7.90814,A
6.28525,6.89132,6.79211,A
6.95126,6.31851,9.65546,A
6.89308,8.1315,8.99776,A
6.57754,7.6371,6.68878,A
6.32164,5.9631,7.69025,A
5.33984,6.86137,8.73639,A
6.33102,7.63289,8.53972,A
4.93058,8.30291,8.21217,A
7.25334,7.2097,6.83087,A
7.32569,6.71966,7.95232,A
5.77877,7.13087,7.86551,A
7.51367,7.62658,8.19016,A
6.87688,7.41188,7.3558,A
6.5059,7.8248,6.96634,A
6.7089,8.30579,7.24875,A
7.76441,7.29706,7.96452,A
6.23762,7.76315,8.11523,A
6.02738,7.95738,8.99278,A
6.93846,6.62979,8.28964,A
6.16132,8.86566,8.36831,A
5.67773,8.20273,6.94369,A
6.4051,7.3924,8.90027,A
5.74382,6.00253,9.97367,A
6.79896,7.94798,9.01597,A
5.95191,6.9557,7.6943,A
6.51132,5.59535,7.98603,A
6.32152,6.17355,7.91214,A
4.99624,9.88883,6.99035,A
6.84216,8.13583,10.0881,A
6.35916,8.73989,8.6001,A
7.58606,6.73389,5.89041,A
5.90123,7.90392,6.88406,A
6.35389,7.81666,5.28168,A
5.46337,8.49411,6.5088,A
7.22679,5.65862,9.75671,A
6.48922,7.70841,9.36883,A
6.62523,6.09585,7.75858,A
5.02649,9.08739,6.87526,A
5.88042,8.57293,7.13551,A
5.22402,8.49655,9.82316,A
6.08783,9.21474,7.88383,A
6.09363,6.68142,8.30521,A
6.26895,8.14524,7.57693,A
6.77707,6.33713,8.62926,A
5.97558,8.36937,8.94765,A
6.80235,7.66638,6.12442,A
3.80997,9.23752,9.98002,A
7.08887,7.83816,7.30807,A
7.65945,8.41283,6.27223,A
8.41066,6.02777,8.38089,A
5.78621,7.93978,9.22185,A
6.48249,8.3182,6.17877,A
6.42001,8.31011,10.1747,A
7.42065,8.15457,8.41668,A
6.43817,6.56488,6.0962,A
6.47576,6.6666,7.30586,A
7.19076,6.87041,8.11986,A
7.66391,6.47366,7.72773,A
5.78689,6.85635,8.56869,A
5.07516,9.50602,7.5439,A
6.09596,5.9853,7.69458,A
6.91643,8.01441,7.6057,A
7.16828,7.90768,6.67517,A
7.92951,6.25626,7.03961,A
7.59241,6.18635,8.19097,A
6.29009,7.40058,6.69796,A
5.43318,7.71559,7.94642,A
5.48263,6.58524,9.3375,A
6.61853,5.99237,7.92731,A
5.7397,8.04352,8.85578,A
6.80756,6.78282,8.8915,A
6.303,7.05021,6.58127,A
6.19646,9.28593,7.94193,A
6.34625,6.0446,9.08103,A
6.03841,8.23858,6.76884,A
6.49975,6.44031,8.58229,A
6.93915,6.9356,8.17597,A
5.91405,8.15659,7.3754,A
6.67206,8.21998,9.86788,A
7.66513,7.23472,8.45261,A
6.21087,7.29832,7.43187,A
6.66334,7.75451,8.22573,A
6.47974,7.73487,5.32059,A
5.45363,6.48646,9.92595,A
6.89526,7.77099,9.56523,A
6.45058,7.84771,10.4107,A
6.84453,8.77512,6.37183,A
6.09205,8.2444,6.53771,A
6.11585,8.29891,8.15483,A
5.3531,8.0986,11.3463,A
5.56833,8.46294,8.51832,A
6.92701,8.16089,6.12103,A
6.28526,8.17571,6.47294,A
6.75056,7.60772,6.67575,A
7.02714,6.9976,8.84234,A
5.22506,8.94625,8.82447,A
6.61243,8.20009,6.79726,A
6.29586,9.84223,6.55031,A
6.67038,8.53312,6.60847,A
8.26748,6.71868,7.4935,A
7.59963,7.82257,5.99663,A
7.24216,6.28882,6.23008,A
7.13226,8.16382,6.47979,A
6.44497,6.95482,7.86905,A
6.82913,6.55502,8.44163,A
7.32465,7.2839,8.73808,A
5.88197,6.8696,8.47064,A
6.94708,8.51408,8.98256,A
5.82179,7.49679,7.81499,A
6.56952,5.31804,9.19618,A
5.71176,9.1649,8.72219,A
6.72061,6.81363,6.07083,A
6.67639,7.19595,11.0089,A
7.38567,7.74801,8.86518,A
6.24504,7.98932,8.33183,A
6.0327,8.01968,8.38524,A
6.89187,7.20988,6.26257,A
5.53751,9.65108,9.82775,A
6.43452,7.57264,7.7185,A
5.71185,7.98377,7.9439,A
7.15676,8.43529,7.45807,A
6.94392,6.85998,7.38227,A
5.26568,9.02528,8.24716,A
7.43558,7.52019,8.96632,A
5.78993,7.4745,7.72771,A
4.97156,7.60886,9.11143,A
6.90163,8.05736,8.21825,A
6.49672,8.07075,10.4299,A
7.41828,7.40547,6.59376,A
6.58498,8.62203,8.69976,A
5.13626,6.57474,10.6841,A
6.72787,7.93689,8.50063,A
7.58721,6.55683,10.5837,A
7.08844,8.18091,8.3001,A
6.93129,5.69134,7.20487,A
6.7421,7.77309,8.05442,A
7.53869,6.59531,8.58874,A
8.27969,6.61414,7.9808,A
6.06924,7.5375,8.36829,A
6.27772,6.30626,9.79608,A
5.70059,8.21388,6.55605,A
6.62396,8.38328,10.4866,A
6.18577,6.96276,7.52201,A
6.60375,7.42912,10.2439,A
6.47444,7.11595,6.83674,A
6.13812,7.51159,7.17343,A
5.76133,6.27428,8.33492,A
6.45512,8.10261,5.96194,A
6.12285,7.09863,8.51133,A
7.46535,6.97056,8.57517,A
6.37029,6.36332,7.11407,A
5.61008,7.11574,8.39405,A
5.73606,6.90205,8.48809,A
6.96386,7.6735,9.49652,A
5.17521,9.07933,8.41305,A
7.76432,7.81665,6.45608,A
4.65771,7.85139,9.89767,A
7.59971,7.92814,7.73213,A
6.70326,8.7544,8.34311,A
6.65644,7.70137,8.22624,A
5.92037,7.24681,7.48742,A
6.53053,7.80926,8.75538,A
6.2443,6.65683,8.09301,A
6.78866,5.4917,9.80088,A
6.25568,6.91932,8.78174,A
7.4318,7.72422,7.34565,A
6.57198,6.37057,8.85678,A
5.99683,7.47179,6.35088,A
6.602,7.29143,7.39378,A
7.61985,5.03266,8.34643,A
7.5233,4.88519,7.63883,A
5.54092,8.36849,8.38449,A
6.12437,9.16239,9.69381,A
6.88262,8.35887,7.49202,A
5.51284,9.66679,7.08819,A
6.45241,8.45886,8.65839,A
6.05741,7.57519,8.555,A
7.35538,6.94323,7.88372,A
6.30326,5.85491,8.42882,A
5.25442,7.56377,8.52568,A
5.86014,5.74895,9.24601,A
7.56866,6.41796,7.58127,A
6.43093,8.25237,7.2949,A
5.67554,7.23931,7.83059,A
6.59906,6.65065,5.81144,A
6.43351,8.05343,7.91873,A
6.68329,8.89035,8.97383,A
7.13795,8.35863,8.03895,A
6.72682,6.97059,6.64503,A
7.94424,6.20207,6.68005,A
5.85172,7.34905,7.43138,A
7.93068,6.93051,7.76684,A
5.40402,8.51916,6.58028,A
6.74435,8.63347,10.0279,A
5.54897,8.92731,7.81915,A
7.02548,7.2789,7.41932,A
6.60201,7.79789,9.39226,A
6.21817,6.8873,8.29514,A
4.86775,7.79152,9.36462,A
5.70326,7.06709,7.77681,A
6.82956,7.33098,8.39482,A
6.84696,8.84566,8.6425,A
7.85208,7.13679,7.82379,A
7.85552,4.74964,6.46745,A
6.27642,7.72996,8.73217,A
6.29471,7.32143,8.9191,A
5.69986,8.14572,8.37196,A
6.71676,8.53874,8.60155,A
5.44958,7.46113,8.50313,A
7.38318,6.09693,6.6002,A
5.76166,7.68904,8.86981,A
7.53075,7.18417,9.63432,A
5.99262,7.31954,6.58339,A
6.53151,6.57348,7.49454,A
6.8026,8.9302,9.15204,A
6.47252,10.0728,7.66083,A
6.03382,8.8215,6.28059,A
6.36967,7.62413,8.03014,A
6.50917,8.36388,6.83741,A
7.23366,7.34448,6.28582,A
5.83625,7.75845,6.67599,A
7.80178,6.29157,6.40373,A
6.13095,7.91982,7.93459,A
6.27863,7.92635,6.32401,A
6.5931,6.67993,8.5097,A
7.31112,6.7709,8.51165,A
6.85038,7.45448,6.55781,A
6.62154,7.34054,8.43485,A
5.92842,8.35667,5.90643,A
7.50331,8.08834,6.7476,A
6.48213,7.23302,8.70038,A
5.93413,7.80345,5.50836,A
7.06002,8.60703,7.68073,A
6.55743,8.10484,7.76265,A
7.26291,8.10298,7.76183,A
6.23822,8.00031,7.04229,A
6.7331,6.86144,9.65686,A
7.35062,8.06568,7.63722,A
7.25418,8.20444,6.97616,A
7.21221,6.88742,7.66352,A
7.1243,8.15771,6.93226,A
6.60142,6.64498,8.56511,A
7.81654,8.16832,5.25717,A
6.36686,6.86898,9.33443,A
5.73662,6.20547,8.42738,A
6.88709,7.37665,8.65205,A
6.56262,7.15503,8.49288,A
5.71722,7.67953,8.1441,A
6.80283,9.63591,7.41665,A
5.46356,8.01013,7.32388,A
5.46698,7.3072,7.92011,A
7.12992,7.0544,7.31065,A
7.82107,6.97809,7.5297,A
6.85822,6.8323,9.4513,A
7.29342,8.24244,8.61566,A
6.18405,5.72222,8.01907,A
6.22092,9.18386,6.56322,A
6.17643,7.52705,6.29641,A
5.35065,6.77669,9.19696,A
6.05998,7.97929,8.50706,A
5.96571,8.05217,8.79247,A
6.85919,5.91452,6.45451,A
5.31573,8.3461,7.27684,A
6.87006,9.11057,7.86505,A
6.6539,8.5046,6.92012,A
6.0927,8.90465,8.64149,A
5.31088,9.57104,8.27942,A
5.84611,6.97237,8.19085,A
6.0339,7.55095,8.1545,A
5.72427,8.73432,8.05559,A
6.3186,7.24428,6.35615,A
7.30094,6.77235,7.76828,A
7.40028,7.86828,8.90705,A
6.19049,9.37946,9.10061,A
6.88823,8.1781,9.38448,A
7.10555,7.15534,6.41121,A
5.6875,8.61921,7.6697,A
6.55172,7.18771,7.24522,A
5.71384,7.43593,7.52638,A
7.45186,7.12141,7.46947,A
5.74516,8.26246,8.26204,A
6.42186,6.89123,7.7879,A
4.96502,10.4877,8.53539,A
6.03128,7.79159,6.4496,A
6.9193,8.25958,7.05056,A
7.44367,8.17464,7.9895,A
7.45971,7.00396,8.78752,A
6.3783,7.77076,10.0247,A
5.29704,7.5624,8.85009,A
6.57216,6.33295,7.16389,A
5.64142,8.30354,8.94625,A
5.4553,7.99159,8.0467,A
5.48642,8.33054,8.33356,A
7.4892,6.75472,8.55654,A
6.75732,7.17017,6.91252,A
6.1438,7.21055,6.7219,A
6.81938,8.88995,7.43185,A
7.16819,7.26121,7.84572,A
5.27245,7.55312,8.36163,A
6.26714,7.36083,8.46031,A
5.91319,8.8281,8.42674,A
6.16439,7.44505,8.82757,A
6.25919,7.13533,7.27343,A
5.49832,8.56837,7.1853,A
6.54934,7.72478,8.47766,A
5.82173,8.3701,5.48323,A
6.75825,7.571,9.95918,A
6.4604,8.04997,9.42091,A
6.52119,7.63974,8.52058,A
6.55456,8.00837,8.89368,A
6.44024,6.22929,7.14258,A
5.64187,7.38379,7.73752,A
7.13367,7.02802,7.7756,A
5.4381,7.54648,9.12493,A
7.46932,5.95291,8.31375,A
6.12409,7.49921,5.28894,A
5.52137,7.48724,7.61749,A
7.36827,8.03852,7.13359,A
5.60655,7.7061,9.3813,A
6.59566,5.50221,6.93668,A
7.80522,7.51117,7.61192,A
5.37618,7.47042,8.61761,A
7.13242,7.53692,6.79223,A
5.18921,7.88941,8.44176,A
6.80458,8.09096,8.5779,A
7.28179,6.76335,7.34466,A
6.15842,9.12593,7.60843,A
6.88764,7.54002,9.07169,A
5.71661,7.58745,7.19161,A
6.47573,8.0339,7.67002,A
6.01548,6.84777,8.89031,A
6.28142,7.97494,7.45642,A
5.71012,6.79807,8.18095,A
7.54714,5.96416,7.71102,A
6.67792,7.9879,7.77213,A
7.02144,7.19322,5.79583,A
7.18692,5.92911,7.9638,A
7.0374,8.1785,7.06092,A
7.50352,6.51267,9.71065,A
6.78468,8.08233,8.36649,A
6.37139,8.88736,8.22547,A
7.22255,7.82559,8.12866,A
5.40303,8.81396,8.35589,A
6.32073,7.26348,8.83163,A
6.35368,6.92927,7.51608,A
6.68447,8.3166,9.75239,A
5.58594,6.98538,8.27937,A
6.66278,7.91797,9.11184,A
6.15777,7.72199,6.80888,A
6.18484,8.28523,7.35216,A
6.07708,7.087,7.75704,A
5.41789,8.622,7.85985,A
6.07856,5.84121,7.96656,A
7.93426,6.20533,6.2019,A
6.78875,7.83856,7.25178,A
6.1395,9.33683,8.84964,A
7.43955,6.99212,9.42219,A
7.11163,7.10266,6.24148,A
6.2254,7.18581,7.31469,A
6.55998,6.44242,8.89002,A
6.35695,6.21336,7.68236,A
7.2687,7.03017,7.68729,A
7.73824,6.49347,7.05828,A
6.52313,8.19952,9.0188,A
6.94834,10.0976,6.36328,A
7.51247,7.66856,6.16599,A
7.60812,8.0495,7.56159,A
5.58443,7.89967,10.2344,A
7.14383,8.46114,8.38147,A
7.32053,8.11234,8.17114,A
6.17001,6.23587,7.32341,A
6.27793,8.64832,8.73105,A
5.14944,8.5444,6.86238,A
5.47934,5.89956,10.5652,A
7.71008,7.68312,8.12904,A
6.49775,8.78297,7.05151,A
6.48615,6.75313,8.47724,A
6.67952,6.48968,7.42976,A
8.07091,5.57325,6.21666,A
5.7237,7.67703,7.97316,A
5.44161,7.63239,7.80888,A
6.25068,7.17117,6.05239,A
7.87389,7.21575,7.17604,A
7.46171,6.26598,8.737,A
6.79801,8.96628,8.25932,A
5.53734,8.22878,6.14901,A
6.51378,7.37321,8.9894,A
6.35613,6.43086,8.70635,A
7.39387,6.14925,6.93163,A
6.54195,7.84744,7.16343,A
5.93013,7.30253,6.86711,A
7.35703,6.45355,8.59768,A
6.16726,8.42422,6.77969,A
6.19412,6.97088,7.62111,A
6.20684,8.14724,7.7203,A
6.17823,7.86906,7.64811,A
7.3552,7.69664,6.83661,A
